"Gene","Alias"
"TMEM201","TMEM201;Ima1;NET5;SAMP1"
"ATAT1","ATAT1"
"MANEA","MANEA"
"DACT2","DACT2"
"LDLRAP1","LDLRAP1"
"NOL9","NOL9;Grc3;NET6"
"SZT2","SZT2"
"MARCH8","MARCH8"
"FAM83B","FAM83B"
"THEM4","THEM4"
"NCMAP","NCMAP;C1orf130;MP11"
"OTUD3","OTUD3"
"PDSS1","PDSS1"
"PDZK1","PDZK1"
"SFRP5","SFRP5"
"ARHGAP21","ARHGAP21"
"IDNK","IDNK;C9orf103;bA522I20.2;hGntK"
"ACBD5","ACBD5"
"WLS","WLS"
"CPTP","CPTP"
"HES5","HES5"
"COL13A1","COL13A1"
"CEP162","CEP162;C6orf84;KIAA1009;QN1"
"FRY","FRY"
"RNASEH2B","RNASEH2B"
"RC3H1","RC3H1"
"SH3PXD2A","SH3PXD2A"
"RSPH4A","RSPH4A"
"VPS13D","VPS13D;BLTP5D;SCA24;SCAR4;SCASI"
"VPS53","VPS53"
"AGBL4","AGBL4"
"CDKAL1","CDKAL1"
"MYSM1","MYSM1"
"YOD1","YOD1"
"METTL11B","METTL11B;C1orf184;HOMT1B;NTM1B"
"MLIP","MLIP"
"RRAGB","RRAGB"
"USPL1","USPL1"
"PAPD7","PAPD7"
"MIC13","MIC13;C19orf70;MIC12;P117;QIL1"
"AFMID","AFMID"
"RNF213","RNF213;ALO17;C17orf27;KIAA1618;MYMY2;MYSTR;NET57"
"TNS2","TNS2"
"METRNL","METRNL"
"LPCAT4","LPCAT4"
"STEAP3","STEAP3"
"MAP1S","MAP1S"
"E4F1","E4F1;E4F"
"ATG16L1","ATG16L1"
"HGSNAT","HGSNAT"
"RNF43","RNF43"
"INTS3","INTS3"
"LHX8","LHX8"
"NXN","NXN;NRX;RRS2;TRG-4"
"RLTPR","RLTPR"
"SFRP4","SFRP4"
"ASTL","ASTL"
"THOC7","THOC7"
"GLYAT","GLYAT"
"WBP2NL","WBP2NL;GRAMD7;PAWP"
"CCSAP","CCSAP"
"PLEKHA7","PLEKHA7"
"GRHL2","GRHL2"
"SLC8B1","SLC8B1"
"B4GALNT3","B4GALNT3"
"PRR5L","PRR5L;PROTOR2"
"FSTL4","FSTL4"
"TET2","TET2"
"TENM4","TENM4"
"ALKBH2","ALKBH2"
"LRRC8E","LRRC8E"
"CHADL","CHADL"
"RETSAT","RETSAT"
"PPP4R4","PPP4R4"
"RINT1","RINT1"
"UGT3A1","UGT3A1"
"UFSP1","UFSP1"
"ANKRD54","ANKRD54"
"JMJD6","JMJD6"
"RPUSD3","RPUSD3"
"LPCAT3","LPCAT3;C3F;LPCAT;LPLAT 5;LPLAT12;LPSAT;MBOAT5;OACT5;nessy"
"SLC27A4","SLC27A4"
"METTL2B","METTL2B"
"TAF2","TAF2"
"FAHD1","FAHD1"
"SLC39A4","SLC39A4;AEZ;AWMS2;ZIP4"
"NOTUM","NOTUM"
"PGM2L1","PGM2L1"
"CTR9","CTR9"
"CNIH2","CNIH2"
"SHQ1","SHQ1;DYT35;GRIM-1;NEDDS;Shq1p"
"DARS2","DARS2"
"MYO7B","MYO7B"
"PAPD4","PAPD4"
"TRAT1","TRAT1"
"SLC2A7","SLC2A7;GLUT-7;GLUT7;hGLUT7"
"SPAG17","SPAG17"
"APOA5","APOA5"
"PAOX","PAOX"
"BLOC1S3","BLOC1S3;BLOS3;HPS8;RP"
"PADI6","PADI6"
"SLC4A10","SLC4A10"
"KDELC1","KDELC1"
"UQCC3","UQCC3"
"IL27RA","IL27RA"
"LRSAM1","LRSAM1;CMT2P;RIFLE;TAL"
"TEX261","TEX261"
"GLIPR1L1","GLIPR1L1"
"HHIPL2","HHIPL2"
"OLFM4","OLFM4"
"AMTN","AMTN"
"CLEC4G","CLEC4G;DTTR431;LP2698;LSECtin;UNQ431"
"KIAA1324","KIAA1324"
"CD300LG","CD300LG"
"ANGPTL8","ANGPTL8"
"IL20RB","IL20RB"
"LRIG3","LRIG3"
"UNC5D","UNC5D;PRO34692;Unc5h4"
"ATF7IP","ATF7IP"
"CYP2R1","CYP2R1"
"DPPA3","DPPA3"
"BCOR","BCOR"
"ZYG11A","ZYG11A;ZYG11"
"SOSTDC1","SOSTDC1"
"SLC36A4","SLC36A4"
"CCBL2","CCBL2"
"B3GNT6","B3GNT6"
"SIGLEC15","SIGLEC15"
"SPNS3","SPNS3;SLC62A3;SLC63A3"
"SCARA5","SCARA5"
"KDM7A","KDM7A"
"AGMO","AGMO;TMEM195"
"ATG14","ATG14"
"PQLC2","PQLC2"
"CCDC64","CCDC64"
"GADL1","GADL1"
"RNF207","RNF207"
"MMS22L","MMS22L;C6orf167;dJ39B17.2"
"PPP1R3F","PPP1R3F"
"UBR3","UBR3"
"FAM101A","FAM101A"
"TPGS1","TPGS1"
"PIK3AP1","PIK3AP1;BCAP"
"STOX1","STOX1"
"NUDT18","NUDT18"
"HFE2","HFE2"
"IL17REL","IL17REL"
"PAXIP1","PAXIP1"
"NEK10","NEK10"
"STXBP4","STXBP4;Synip"
"VPS13C","VPS13C"
"USP49","USP49"
"USP43","USP43"
"SLC25A26","SLC25A26"
"CHSY3","CHSY3"
"MED25","MED25"
"SLC35D2","SLC35D2;HFRC1;SQV7L;UGTrel8;hfrc"
"COX15","COX15"
"TRIL","TRIL"
"TRMT10C","TRMT10C"
"CHST9","CHST9"
"ASRGL1","ASRGL1"
"DHX30","DHX30"
"EIF3M","EIF3M;B5;GA17;PCID1;TANGO7;hfl-B5"
"MEPCE","MEPCE"
"FAM73B","FAM73B"
"RRAGA","RRAGA"
"FA2H","FA2H"
"FASTKD5","FASTKD5;dJ1187M17.5"
"DPH6","DPH6"
"CHST15","CHST15"
"HS2ST1","HS2ST1"
"CHST3","CHST3"
"OLIG3","OLIG3;Bhlhb7;bHLHe20"
"SCX","SCX"
"TAS1R3","TAS1R3"
"PRSS41","PRSS41"
"TRMT1L","TRMT1L"
"ZC3HAV1","ZC3HAV1;ARTD13;FLB6421;PARP13;ZAP;ZC3H2;ZC3HDC2"
"PID1","PID1"
"NRK","NRK"
"SETX","SETX"
"PIWIL4","PIWIL4"
"MAVS","MAVS;CARDIF;IPS-1;IPS1;VISA"
"PKD1L3","PKD1L3"
"NPHP3","NPHP3"
"LIMS2","LIMS2;LGMD2W;MDRCMTT;PINCH-2;PINCH2"
"GDF7","GDF7"
"DCXR","DCXR"
"GOLGA7","GOLGA7"
"VN1R5","VN1R5"
"CPEB2","CPEB2"
"BCDIN3D","BCDIN3D"
"CAMKMT","CAMKMT"
"SPRED2","SPRED2"
"NRARP","NRARP"
"TFAP2D","TFAP2D"
"ADAT2","ADAT2"
"PXK","PXK;MONAKA;SLOB"
"STRA8","STRA8"
"CAMK2N1","CAMK2N1"
"MEGF8","MEGF8"
"NPM2","NPM2"
"NEK8","NEK8"
"GPR149","GPR149;IEDA;PGR10;R35"
"ILDR1","ILDR1"
"ADAMTSL2","ADAMTSL2"
"ATG4D","ATG4D"
"TRPT1","TRPT1"
"SETD3","SETD3"
"ISCA2","ISCA2;HBLD1;ISA2;MMDS4;c14_5557"
"LDB1","LDB1"
"YRDC","YRDC"
"SLC9B2","SLC9B2"
"TLK2","TLK2"
"ABCA12","ABCA12"
"GPAT4","GPAT4;1-AGPAT 6;AGPAT6;LPAAT-zeta;LPAATZ;TSARG7"
"CUZD1","CUZD1"
"SMG6","SMG6"
"AACS","AACS"
"ADIPOR2","ADIPOR2"
"LUZP1","LUZP1;LUZP"
"SLC25A42","SLC25A42"
"PIGZ","PIGZ"
"IQGAP3","IQGAP3"
"VPS36","VPS36"
"HOOK3","HOOK3;HK3"
"SGMS1","SGMS1"
"TPRA1","TPRA1"
"METTL16","METTL16"
"PARG","PARG"
"BPHL","BPHL;BPH-RP;MCNAA;VACVASE"
"ATCAY","ATCAY"
"LDHD","LDHD"
"HORMAD1","HORMAD1"
"LSR","LSR"
"CARM1","CARM1;PRMT4"
"NIT1","NIT1"
"HOGA1","HOGA1"
"DHFRL1","DHFRL1"
"TICAM2","TICAM2"
"VRK2","VRK2"
"NRROS","NRROS"
"THNSL2","THNSL2"
"HOMER1","HOMER1"
"DOLPP1","DOLPP1;LSFR2"
"RAB11FIP4","RAB11FIP4"
"SLC13A5","SLC13A5"
"RASAL3","RASAL3"
"HPS6","HPS6"
"HRNR","HRNR;FLG3;S100A16;S100a18"
"RFX6","RFX6"
"IFNL1","IFNL1"
"IFNLR1","IFNLR1"
"DCP2","DCP2"
"CAMK1D","CAMK1D;CKLiK;CaM-K1;CaMKID"
"CREBRF","CREBRF"
"GPIHBP1","GPIHBP1"
"HID1","HID1"
"PASD1","PASD1"
"CNGA4","CNGA4;CNCA2;CNG-4;CNG4;CNG5;CNGB2;OCNC2;OCNCBETA;OCNCb"
"MMAA","MMAA"
"NAV2","NAV2"
"SLC22A9","SLC22A9"
"GLYCTK","GLYCTK"
"SPNS2","SPNS2"
"CARKD","CARKD;LP3298;PEBEL2"
"TEX14","TEX14"
"PLEKHM2","PLEKHM2"
"GCC2","GCC2"
"BRSK2","BRSK2"
"LMTK2","LMTK2;AATYK2;BREK;KPI-2;KPI2;LMR2;PPP1R100;cprk;hBREK"
"SULF2","SULF2"
"ADHFE1","ADHFE1"
"SGPP2","SGPP2;SPP2;SPPase2"
"BBS7","BBS7"
"WWC1","WWC1"
"ZFPM1","ZFPM1"
"SLF2","SLF2"
"TP53INP2","TP53INP2;C20orf110;DOR;PIG-U;PIGU;PINH;dJ1181N3.1"
"ASXL1","ASXL1"
"FAM20C","FAM20C"
"RIMKLA","RIMKLA"
"PARP9","PARP9"
"ETFBKMT","ETFBKMT;C12orf72;ETFB-KMT;METTL20"
"DMRTC2","DMRTC2"
"RPAP2","RPAP2"
"SMC5","SMC5"
"IFT20","IFT20"
"FTSJ3","FTSJ3;EPCS3;SPB1"
"SLX4","SLX4"
"DIS3L2","DIS3L2"
"SUPV3L1","SUPV3L1"
"EXOC8","EXOC8"
"TRMT44","TRMT44;C4orf23;METTL19;TRM44"
"CMTR2","CMTR2"
"MICU2","MICU2"
"CFAP46","CFAP46"
"RNF168","RNF168"
"COL27A1","COL27A1;STLS"
"DCP1B","DCP1B"
"MYOCD","MYOCD"
"ASPM","ASPM"
"DSEL","DSEL;C18orf4;DE-epi2"
"KIRREL3","KIRREL3"
"ABCA7","ABCA7"
"FUK","FUK"
"SPAG16","SPAG16"
"CLYBL","CLYBL;CLB"
"SPG20","SPG20"
"MIER1","MIER1"
"CEND1","CEND1"
"TMEM123","TMEM123"
"CNTROB","CNTROB;LIP8;PP1221"
"AHI1","AHI1"
"NAGS","NAGS"
"CARF","CARF"
"VPS52","VPS52"
"LRRC47","LRRC47"
"DOCK4","DOCK4"
"THEMIS","THEMIS"
"DYNAP","DYNAP"
"SYNE4","SYNE4"
"PROM2","PROM2;PROML2"
"PLD6","PLD6"
"MICALL1","MICALL1"
"MPP5","MPP5"
"LILRB2","LILRB2"
"NME8","NME8;CILD6;DNAI8;HEL-S-99;NM23-H8;SPTRX2;TXNDC3;sptrx-2"
"FGFRL1","FGFRL1"
"SFRP1","SFRP1"
"CARNMT1","CARNMT1"
"SPEM1","SPEM1;C17orf83"
"HDDC3","HDDC3"
"CHCHD4","CHCHD4"
"WDTC1","WDTC1"
"GBGT1","GBGT1;A3GALNT;FS;UNQ2513"
"AADAT","AADAT"
"MEIOB","MEIOB"
"TMEM86B","TMEM86B"
"SLC5A8","SLC5A8"
"CSGALNACT2","CSGALNACT2"
"CCDC155","CCDC155;POF22;SPGF88"
"IL22RA1","IL22RA1"
"ANKRD13C","ANKRD13C"
"SIRT6","SIRT6"
"TTLL6","TTLL6"
"MB21D1","MB21D1"
"ENDOV","ENDOV"
"ANKS4B","ANKS4B"
"DAND5","DAND5"
"JMY","JMY"
"NAT8L","NAT8L"
"ACOT4","ACOT4"
"TMEM102","TMEM102;CBAP;D2B"
"MFSD2A","MFSD2A"
"TDRD5","TDRD5"
"KDF1","KDF1"
"PDDC1","PDDC1"
"KDM1B","KDM1B"
"DRAXIN","DRAXIN;AGPA3119;C1orf187;UNQ3119;neucrin"
"POGLUT1","POGLUT1"
"RDH13","RDH13"
"PCSK9","PCSK9;FH3;FHCL3;HCHOLA3;LDLCQ1;NARC-1;NARC1;PC9"
"HSD17B11","HSD17B11"
"SLC4A11","SLC4A11"
"PLA2G15","PLA2G15"
"CHST14","CHST14"
"PDPR","PDPR"
"AGBL5","AGBL5;CCP5;RP75"
"TNRC6A","TNRC6A"
"SLC17A8","SLC17A8"
"SETD9","SETD9"
"CPEB3","CPEB3"
"CHDH","CHDH"
"BVES","BVES;CARICK;HBVES;LGMD2X;LGMDR25;POP1"
"MCU","MCU"
"ACVR1C","ACVR1C"
"MYO3A","MYO3A"
"IL27","IL27"
"LPCAT1","LPCAT1"
"DOCK8","DOCK8;HEL-205;HIES2;MRD2;ZIR8"
"FLAD1","FLAD1"
"FLCN","FLCN"
"TOR1AIP2","TOR1AIP2"
"IPMK","IPMK"
"CMAS","CMAS;CSS"
"TNIP2","TNIP2"
"HELB","HELB"
"NEK11","NEK11"
"TTL","TTL"
"SVIP","SVIP"
"LILRB1","LILRB1;CD85J;ILT-2;ILT2;LIR-1;LIR1;MIR-7;MIR7;PIR-B;PIRB"
"KDM2B","KDM2B"
"TPCN2","TPCN2"
"B4GALNT2","B4GALNT2"
"KIF18A","KIF18A"
"WDR48","WDR48"
"ERMN","ERMN"
"NPLOC4","NPLOC4"
"NKX2-3","NKX2-3"
"CYP2W1","CYP2W1"
"OSR1","OSR1"
"SLC35B2","SLC35B2"
"NANP","NANP"
"ETNPPL","ETNPPL"
"M1AP","M1AP"
"PIWIL2","PIWIL2"
"NT5C","NT5C;DNT;DNT1;HEL74;P5N2;PN-I;PN-II;UMPH2;cdN;dNT-1"
"PHOSPHO2","PHOSPHO2"
"PHOSPHO1","PHOSPHO1"
"MRAP","MRAP"
"BICD2","BICD2"
"GPT2","GPT2;ALT2;GPT 2;MRT49;NEDSPM"
"MGARP","MGARP"
"BLOC1S5","BLOC1S5"
"CHD5","CHD5"
"TMC2","TMC2"
"DLG5","DLG5"
"ACER1","ACER1;ALKCDase1;ASAH3"
"HAVCR2","HAVCR2"
"HCAR2","HCAR2;GPR109A;HCA2;HM74a;HM74b;NIACR1;PUMAG;Puma-g"
"OXER1","OXER1"
"GPBAR1","GPBAR1"
"ACMSD","ACMSD"
"CSGALNACT1","CSGALNACT1"
"RHBDD1","RHBDD1;RHBDL4;RRP4"
"SH3TC2","SH3TC2"
"GSG2","GSG2"
"DUSP19","DUSP19"
"FRS2","FRS2"
"MZB1","MZB1;MEDA-7;PACAP;pERp1"
"CHPT1","CHPT1"
"STYX","STYX"
"PTPMT1","PTPMT1"
"PDCD6IP","PDCD6IP"
"SLC20A1","SLC20A1;GLVR1;Glvr-1;PIT1;PiT-1"
"PHLDA1","PHLDA1"
"HEXDC","HEXDC"
"LEO1","LEO1"
"BTN2A2","BTN2A2"
"ATXN2L","ATXN2L;A2D;A2LG;A2LP;A2RP"
"CYGB","CYGB;HGB;NOD;STAP"
"OIT3","OIT3"
"PYDC1","PYDC1"
"RXFP2","RXFP2"
"RSAD2","RSAD2"
"SYNE2","SYNE2;EDMD5;KASH2;NUA;NUANCE;Nesp2;Nesprin-2;SYNE-2;TROPH"
"PIBF1","PIBF1"
"DNAH7","DNAH7;CILD50"
"AUTS2","AUTS2"
"MYLIP","MYLIP"
"CTNNBL1","CTNNBL1"
"SSH1","SSH1"
"DGCR8","DGCR8;C22orf12;DGCRK6;Gy1;pasha"
"RFFL","RFFL"
"TFAP2B","TFAP2B"
"DDX1","DDX1"
"SEC14L1","SEC14L1"
"TRIB2","TRIB2;C5FW;GS3955;TRB2"
"PIGB","PIGB"
"GBF1","GBF1"
"IP6K1","IP6K1"
"NR4A3","NR4A3"
"TSC1","TSC1;LAM;TSC"
"SLC9A6","SLC9A6"
"HSPH1","HSPH1"
"DOCK2","DOCK2"
"EDEM1","EDEM1"
"GCN1","GCN1;GCN1L;GCN1L1;PRIC295"
"RUBCN","RUBCN"
"FCGR1B","FCGR1B"
"SORL1","SORL1"
"ALG3","ALG3"
"PVRL2","PVRL2;CD112;HVEB;PRR2;PVRR2"
"RYR2","RYR2"
"THRSP","THRSP"
"FRZB","FRZB"
"RREB1","RREB1;FINB;HNT;LZ321;RREB-1;Zep-1"
"HDAC2","HDAC2"
"PROX1","PROX1"
"HAS2","HAS2"
"GGH","GGH"
"PCSK5","PCSK5;PC5;PC6;PC6A;SPC6"
"KAT2A","KAT2A;GCN5;GCN5L2;PCAF-b;hGCN5"
"INPP5D","INPP5D;SHIP;SHIP-1;SHIP1;SIP-145;hp51CN;p150Ship"
"EDA","EDA"
"KIFAP3","KIFAP3"
"GHSR","GHSR"
"SEMA4D","SEMA4D"
"ATOH1","ATOH1;ATH1;DFNA89;HATH1;MATH-1;bHLHa14"
"DNASE1L2","DNASE1L2"
"CELF1","CELF1"
"ABCC2","ABCC2"
"UPF1","UPF1"
"HPS1","HPS1;BLOC3S1;HPS"
"DAZL","DAZL"
"GATA6","GATA6"
"SLC5A5","SLC5A5;NIS;TDH1"
"BAD","BAD"
"KHSRP","KHSRP"
"GCDH","GCDH"
"FOXJ1","FOXJ1"
"TNFRSF14","TNFRSF14;ATAR;CD270;HVEA;HVEM;LIGHTR;TR2"
"SLCO2A1","SLCO2A1"
"NINJ1","NINJ1"
"IRF7","IRF7;IMD39;IRF-7;IRF-7H;IRF7A;IRF7B;IRF7C;IRF7H"
"GLMN","GLMN"
"USP13","USP13;ISOT3;IsoT-3"
"USP7","USP7"
"STMN2","STMN2"
"BHMT","BHMT"
"MR1","MR1;HLALS"
"LHX4","LHX4"
"PRKCDBP","PRKCDBP"
"NKD1","NKD1"
"FBXW7","FBXW7"
"GLYATL1","GLYATL1;GATF-C;GNAT"
"IL22RA2","IL22RA2"
"RNF34","RNF34"
"TAAR8","TAAR8"
"PPP2R3C","PPP2R3C"
"SLC35B4","SLC35B4;YEA;YEA4"
"MCHR2","MCHR2"
"TMBIM1","TMBIM1"
"UTP4","UTP4"
"GAL3ST3","GAL3ST3"
"MARVELD3","MARVELD3;MARVD3;MRVLDC3"
"AZIN2","AZIN2"
"RFT1","RFT1"
"PNPLA2","PNPLA2"
"RAB7B","RAB7B"
"ISG20","ISG20;CD25;HEM45"
"ARRDC3","ARRDC3"
"NACC2","NACC2;BEND9;BTBD14;BTBD14A;BTBD31;NAC-2;RBB"
"PINX1","PINX1"
"GALM","GALM"
"DCPS","DCPS"
"BIRC7","BIRC7"
"PPCDC","PPCDC;MDS018;PPC-DC;coaC"
"CTHRC1","CTHRC1"
"EVI5L","EVI5L"
"SLC25A36","SLC25A36"
"HVCN1","HVCN1;HV1;VSOP"
"FXYD5","FXYD5"
"OTUB2","OTUB2"
"NUDT16","NUDT16"
"MTFMT","MTFMT"
"CLIP3","CLIP3;CLIPR-59;CLIPR59;RSNL1"
"NUS1","NUS1"
"OMA1","OMA1"
"SIRT1","SIRT1"
"MALSU1","MALSU1"
"GNPNAT1","GNPNAT1;GNA1;GNPNAT;Gpnat1;RHZDAN"
"L3HYPDH","L3HYPDH"
"MOCOS","MOCOS"
"RNF31","RNF31"
"RRP36","RRP36"
"C1GALT1C1","C1GALT1C1;AHUS8;C1GALT2;C38H2-L1;COSMC;HSPC067;MST143;TNPS"
"MVB12A","MVB12A"
"MMAB","MMAB"
"SAT2","SAT2;ATA2;PRO1068;SNAT2"
"ALG14","ALG14"
"DISP1","DISP1"
"EDC3","EDC3"
"NEIL1","NEIL1"
"DYNLL2","DYNLL2;DNCL1B;Dlc2;RSPH22"
"THOC1","THOC1"
"CMTM7","CMTM7"
"CHMP6","CHMP6"
"BICD1","BICD1"
"PGM2","PGM2;MSTP006"
"CERS2","CERS2"
"PDXP","PDXP"
"TRMT2B","TRMT2B"
"MASTL","MASTL"
"APIP","APIP;APIP2;CGI-29;CGI29;MMRP19;hAPIP"
"SNF8","SNF8"
"SLC39A13","SLC39A13"
"WDYHV1","WDYHV1"
"PEX11G","PEX11G"
"SFRP2","SFRP2;FRP-2;SARP1;SDF-5"
"SENP5","SENP5"
"REEP6","REEP6"
"PGAM5","PGAM5"
"SCLY","SCLY"
"PYURF","PYURF;NDUFAFQ;PREY"
"PAWR","PAWR"
"RBM41","RBM41"
"ITCH","ITCH;ADMFD;AIF4;AIP4;NAPP1"
"ABCC11","ABCC11"
"WNK4","WNK4"
"CDK5RAP3","CDK5RAP3"
"VPS39","VPS39;TLP;VAM6;hVam6p"
"AKR1E2","AKR1E2"
"MEGF10","MEGF10"
"HRASLS5","HRASLS5"
"GJD4","GJD4"
"CNDP2","CNDP2;CN2;CPGL;HEL-S-13;HsT2298;PEPA"
"EGLN2","EGLN2"
"SPACA7","SPACA7"
"B3GALT6","B3GALT6"
"NSD1","NSD1"
"KIF16B","KIF16B;C20orf23;KISC20ORF;SNX23"
"PRMT6","PRMT6"
"MRGPRX2","MRGPRX2"
"APOLD1","APOLD1"
"SAMD8","SAMD8"
"DRC1","DRC1;C1orf10;PDRC1;SEP53"
"C16orf45","C16orf45"
"PRICKLE1","PRICKLE1"
"UROC1","UROC1"
"RILP","RILP"
"ZNF830","ZNF830;CCDC16;OMCG1"
"FRMD6","FRMD6"
"SLC46A1","SLC46A1"
"AMDHD1","AMDHD1"
"ANKRD27","ANKRD27;PP12899;VARP"
"CAMK1G","CAMK1G"
"NLRP3","NLRP3"
"ARAP1","ARAP1"
"NECAB3","NECAB3"
"IL17F","IL17F;CANDF6;IL-17F;IL17A;ML-1;ML1"
"ADGRA2","ADGRA2"
"MCEE","MCEE"
"ZNF385A","ZNF385A"
"ADCY10","ADCY10"
"GBP5","GBP5;GBP-5"
"BTBD9","BTBD9"
"TRNT1","TRNT1"
"SLC4A9","SLC4A9"
"SLC38A2","SLC38A2"
"SLC2A13","SLC2A13;HMIT"
"TSPAN32","TSPAN32"
"ARX","ARX"
"ACCS","ACCS"
"PANX1","PANX1"
"NR1H4","NR1H4;BAR;FXR;HRR-1;HRR1;PFIC5;RIP14"
"BBS4","BBS4"
"MCCC1","MCCC1"
"IL4I1","IL4I1"
"TGS1","TGS1"
"ERBB2IP","ERBB2IP;HEL-S-78;LAP2"
"LMF1","LMF1"
"NODAL","NODAL"
"TP53RK","TP53RK"
"RASL10B","RASL10B;RRP17;VTS58635"
"TBX15","TBX15"
"IWS1","IWS1"
"SIN3A","SIN3A"
"ADO","ADO"
"PPP1R16B","PPP1R16B"
"IMMP2L","IMMP2L;IMMP2L-IT1;IMP2;IMP2-LIKE"
"MBOAT4","MBOAT4"
"PNKP","PNKP"
"NMNAT3","NMNAT3"
"HBEGF","HBEGF"
"SCN2A","SCN2A"
"GAD1","GAD1;CPSQ1;DEE89;GAD;SCP"
"ACOX2","ACOX2"
"PCYT2","PCYT2"
"PHOX2B","PHOX2B"
"CDC5L","CDC5L"
"SDF2","SDF2"
"DDO","DDO;DASOX;DASPO;DDO-1;DDO-2"
"PARK7","PARK7"
"S1PR3","S1PR3"
"SORT1","SORT1"
"GPER1","GPER1"
"LGMN","LGMN"
"PIK3R4","PIK3R4;VPS15;p150"
"P2RX7","P2RX7"
"S100A13","S100A13"
"TBX5","TBX5"
"SLC38A3","SLC38A3"
"SDHC","SDHC"
"CHP1","CHP1;CHP;SLC9A1BP;SPAX9;Sid470p;p22;p24"
"GFI1","GFI1"
"MGLL","MGLL"
"PITX2","PITX2"
"HSD17B10","HSD17B10"
"COL12A1","COL12A1;BA209D8.1;BTHLM2;COL12A1L;DJ234P15.1;EDSMYP;UCMD2"
"SLC30A3","SLC30A3"
"CCL19","CCL19"
"ABCA3","ABCA3"
"NKX3-1","NKX3-1"
"SLC29A1","SLC29A1;AUG;ENT1;hENT1"
"TSG101","TSG101"
"CIB1","CIB1"
"SMO","SMO"
"FOXB1","FOXB1"
"SLC6A7","SLC6A7;PROT"
"CITED1","CITED1"
"VRK1","VRK1"
"DHRS9","DHRS9"
"NABP2","NABP2"
"ELAC2","ELAC2;COXPD17;ELC2;HPC2"
"ECSIT","ECSIT"
"DPH2","DPH2"
"VIMP","VIMP"
"MYBBP1A","MYBBP1A"
"NUDT12","NUDT12"
"EIF2AK1","EIF2AK1"
"SLC25A21","SLC25A21"
"OCSTAMP","OCSTAMP"
"JPH2","JPH2;CMD2E;CMH17;JP-2;JP2"
"BUD13","BUD13"
"VPS25","VPS25"
"SLC30A2","SLC30A2"
"MESP1","MESP1"
"REEP2","REEP2;C5orf19;SGC32445;SPG72;SPG72A;SPG72B;Yip2d"
"SDF4","SDF4"
"FDXACB1","FDXACB1"
"PYM1","PYM1"
"PYGO2","PYGO2"
"ADPGK","ADPGK;2610017G09Rik;ADP-GK"
"SLC50A1","SLC50A1"
"PELO","PELO"
"TMEM79","TMEM79"
"AGMAT","AGMAT"
"TINF2","TINF2;DKCA3;DKCA5;TIN2"
"SLC25A33","SLC25A33"
"FEM1A","FEM1A"
"CCM2","CCM2"
"FUZ","FUZ"
"MTG1","MTG1;GTP;GTPBP7"
"ALG1","ALG1"
"INPP5K","INPP5K"
"NDFIP1","NDFIP1"
"WAC","WAC"
"AARSD1","AARSD1;AlaXp"
"FAM103A1","FAM103A1"
"PI4K2A","PI4K2A"
"DPH7","DPH7"
"NDC1","NDC1;NET3;TMEM48"
"DHRS4","DHRS4"
"THTPA","THTPA"
"CHRDL1","CHRDL1"
"TRMO","TRMO"
"DOHH","DOHH;HLRC1;NEDMVIC;hDOHH"
"ADAT1","ADAT1"
"PDCD10","PDCD10"
"WRAP53","WRAP53"
"ALG12","ALG12"
"SLC25A23","SLC25A23;APC2;MCSC2;SCAMC3;SCaMC-3"
"VAMP8","VAMP8"
"RNF126","RNF126"
"MECR","MECR"
"EMC6","EMC6"
"NTMT1","NTMT1;AD-003;C9orf32;HOMT1A;METTL11A;NRMT;NRMT1;NTM1A"
"EDEM2","EDEM2"
"ALG8","ALG8"
"GGACT","GGACT"
"ELOVL1","ELOVL1"
"NUDT9","NUDT9;NUDT10"
"TARS2","TARS2"
"RBM4","RBM4"
"SSBP3","SSBP3"
"TAPBPL","TAPBPL"
"BRIP1","BRIP1;BACH1;FANCJ;OF"
"SORBS1","SORBS1"
"JAM3","JAM3"
"STRA6","STRA6"
"SGPP1","SGPP1;SPP-1;SPPase1"
"LGR4","LGR4"
"BBS2","BBS2"
"NPL","NPL"
"NT5C1A","NT5C1A"
"PINK1","PINK1"
"SLC12A9","SLC12A9;CCC6;CIP1;WO3.3;hCCC6"
"IDI2","IDI2"
"TEX101","TEX101"
"ITPA","ITPA"
"DUSP16","DUSP16"
"SHANK3","SHANK3"
"FUT8","FUT8;CDGF;CDGF1"
"CDHR2","CDHR2"
"B3GNT5","B3GNT5"
"NIFK","NIFK"
"SRXN1","SRXN1"
"WNK3","WNK3"
"NLN","NLN;AGTBP;EP24.16;MEP;MOP"
"AGXT2","AGXT2"
"BCO2","BCO2"
"SETD2","SETD2"
"PANK2","PANK2"
"GTPBP4","GTPBP4"
"LYNX1","LYNX1"
"CHIA","CHIA"
"RTN4R","RTN4R"
"SLC13A1","SLC13A1"
"UCK2","UCK2"
"TRIM5","TRIM5"
"AMBRA1","AMBRA1;DCAF3;WDR94"
"CEP295","CEP295"
"BCL11B","BCL11B"
"NMUR2","NMUR2"
"SENP6","SENP6"
"SRR","SRR"
"ANKRD2","ANKRD2;ARPP"
"SLC5A7","SLC5A7"
"PRDM14","PRDM14"
"IL22","IL22"
"NAA50","NAA50"
"UBA5","UBA5;DEE44;EIEE44;SCAR24;THIFP1;UBE1DC1"
"LHPP","LHPP"
"MIS12","MIS12"
"RAB33B","RAB33B"
"KLC2","KLC2"
"XRN2","XRN2"
